name,location,currency,price,participants,organizer,period,invite,tags,logo_link,item_id,start_date,end_date
Identity Wallets and Biometrics Hackathon: Reshaping Safe and Seamless Aviation,Albeda Rotterdam Airport College,€,2500,23,Airport Techology Lab (ATL),"Jun 08 - 09, 2023",False,"['Cybersecurity', 'Mobile', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/480/814/datas/medium_square.png,item-00097,2023-06-08,2023-06-09
DEEDhacks 2023,SFU Burnaby,$CAD,1500,28,Women in Engineering SFU,"May 13, 2023",True,"['Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/477/715/datas/medium_square.png,item-00098,2023-05-13,2023-05-20
Global Hack Week: Security,Online,$,0,245,Major League Hacking,"Jun 05 - 12, 2023",False,"['Beginner Friendly', 'Cybersecurity', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/476/764/datas/medium_square.png,item-00099,2023-06-05,2023-06-12
HackAIthon by Craft Ventures,Getaround Office,$,24369,201,Craft Ventures,"May 16 - 18, 2023",True,"['Low/No Code', 'Quantum', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/476/075/datas/medium_square.jpg,item-00100,2023-05-16,2023-05-18
The Community Challenge at Connext,Connext Conference,$,0,5,Connext 2023,"May 09 - 11, 2023",True,"['Education', 'Health', 'Social Good']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00101,2023-05-09,2023-05-11
SLO Hacks 2023,"San Luis Obispo, CA, USA",$,1000,89,SLO Hacks,"May 13 - 14, 2023",False,"['Beginner Friendly', 'Cybersecurity', 'Fintech']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/475/969/datas/medium_square.jpg,item-00102,2023-05-13,2023-05-14
Tech Solutions to Reduce Sexually Transmitted Infections,Beckman Center of the National Academies,$,10000,65,National Academies,"Jun 22 - 23, 2023",False,"['Design', 'Health', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/474/772/datas/medium_square.png,item-00103,2023-06-22,2023-06-23
Built Different: Account Abstraction Hackathon,Ibu Hub Harare,$,3700,6,Built Different,"Jun 24 - 25, 2023",False,"['Blockchain', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/474/517/datas/medium_square.jpg,item-00104,2023-06-24,2023-06-25
Built Different: Account Abstraction Hackathon (Kigali),ICT Innovation Centre,$,3700,8,Built Different,"Jun 24 - 25, 2023",False,"['Blockchain', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/474/719/datas/medium_square.jpg,item-00105,2023-06-24,2023-06-25
Connect4Health via NordXDataspace at Vitalis,Vitalis (Svenska Mässan),€,1000,17,"Redpill-Linpro, MyData, RISE, iGrant.io","May 21 - 24, 2023",False,"['Health', 'Low/No Code', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/434/007/datas/medium_square.png,item-00106,2023-05-21,2023-05-24
Data Science Bootcamp with ChatGPT by Skill Academy,Online,₹,100,10,Skill Academy,"May 07, 2023",False,['Web'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/469/856/datas/medium_square.jpg,item-00107,2023-05-07,2023-05-14
SF Hacks Code Jams 2023,Online,$,0,22,SF Hacks,"May 02 - 06, 2023",False,"['Beginner Friendly', 'Education', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/468/967/datas/medium_square.png,item-00108,2023-05-02,2023-05-06
MasseyHacks IX,Vincent Massey Secondary School,$CAD,41460,93,MasseyHacks,"May 06 - 07, 2023",False,"['Beginner Friendly', 'Education', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/376/685/datas/medium_square.png,item-00109,2023-05-06,2023-05-07
UI-timate,Online,$,0,54,Other,"May 06 - 07, 2023",True,['Design'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/469/369/datas/medium_square.png,item-00110,2023-05-06,2023-05-07
Hack-a-Run,Chennai,₹,0,16,papyrus,"May 03 - 04, 2023",False,['Beginner Friendly'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/469/451/datas/medium_square.jpg,item-00111,2023-05-03,2023-05-04
HackOnChain Blockchain Hackathon,Online,$,28000,84,HackOnChain,"May 26 - 28, 2023",False,"['Blockchain', 'Beginner Friendly', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/463/340/datas/medium_square.png,item-00112,2023-05-26,2023-05-28
Global Hack Week: Games,Online,$,0,299,Major League Hacking,"May 01 - 08, 2023",False,"['Beginner Friendly', 'Gaming', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/459/894/datas/medium_square.png,item-00113,2023-05-01,2023-05-08
MATLAB Hackathon Uniroma2,Engineering Teaching Building,€,400,18,Mathworks,"May 13, 2023",False,"['Education', 'Health', 'Mobile']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/459/586/datas/medium_square.png,item-00114,2023-05-13,2023-05-20
LaGuardia CC Hackathon 2023,LaGuardia Community College,$,0,32,RHEC at LAGCC,"May 05 - 07, 2023",True,"['Beginner Friendly', 'Design', 'Education']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/728/datas/medium_square.png,item-00115,2023-05-05,2023-05-07
The Hackafest,Chennai,$,1,22,HackMHS,"Apr 26 - 28, 2023",False,"['Beginner Friendly', 'Machine Learning/AI', 'Productivity']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00116,2023-04-26,2023-04-28
UNIR HACK,42 Madrid,$,1000,55,IBM Watson,"Apr 25 - May 07, 2023",True,['Social Good'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/463/432/datas/medium_square.jpg,item-00117,2023-04-25,2023-05-07
HBAP 2023 Pitch Competition Finals,Online,$,500,17,HBS Online,"May 31 - Jun 02, 2023",True,"['Beginner Friendly', 'Education', 'Machine Learning/AI']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00118,2023-05-31,2023-06-02
Botim Ultra App Launch Hackathon,Museum of the Future,$,4901,9,BOLT Consultancy,"Apr 24 - 30, 2023",False,"['Fintech', 'Health', 'Mobile']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00119,2023-04-24,2023-04-30
Geaux Hack the Globe,Online,$,700,14,Women in Computer Science,"Apr 23, 2023",True,"['Beginner Friendly', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/462/268/datas/medium_square.png,item-00120,2023-04-23,2023-04-30
HackPNW Summer,Northeastern University - Seattle,$,1095,135,HackPNW Team,"Jun 03 - 04, 2023",False,"['Beginner Friendly', 'Design', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/463/081/datas/medium_square.png,item-00121,2023-06-03,2023-06-04
MarinaHacks 2023,"Long Beach, CA, USA",$,1160,34,CSULB Women in Computing,"Apr 22 - 23, 2023",True,"['Beginner Friendly', 'Music/Art', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/457/236/datas/medium_square.png,item-00122,2023-04-22,2023-04-23
A Better World Hackathon,MakeHaven,$,500,18,makehaven,"May 19 - 21, 2023",False,"['IoT', 'Machine Learning/AI', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/459/704/datas/medium_square.png,item-00123,2023-05-19,2023-05-21
HackMIT,"Cambridge, MA, USA",$,20,55,HackMIT,"Apr 19, 2023",False,['Web'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00124,2023-04-19,2023-04-26
SMU Blockchain Club x Cartesi Hackathon,Dallas,$,0,5,SMU Blockchain Club,"Apr 22, 2023",False,"['Beginner Friendly', 'Blockchain', 'Open Ended']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00125,2023-04-22,2023-04-29
KnightHacks Projects Program Spring 2023,Online,$,500,29,Knight Hacks,"Apr 18 - 21, 2023",True,['Beginner Friendly'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00126,2023-04-18,2023-04-21
MaHack,"Milton, MA, USA",$,1,2,Milton,"Apr 18, 2023",True,['Music/Art'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/675/datas/medium_square.jpeg,item-00127,2023-04-18,2023-04-25
Georgia Tech iOS Club Demo Day 2023,"Atlanta, GA, USA",$,1000,24,Georgia Tech iOS Club,"Apr 17 - 20, 2023",True,['Mobile'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/038/datas/medium_square.png,item-00128,2023-04-17,2023-04-20
Beaver Hacks Spring 2023,Online,$,150,67,Oregon State University Hackathon Club,"May 19 - 21, 2023",True,"['Machine Learning/AI', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/010/datas/medium_square.png,item-00129,2023-05-19,2023-05-21
ESE5160 Spring 2023,"Philadelphia, PA, USA",$,0,47,Upenn,"Apr 18 - May 10, 2023",True,['IoT'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/458/207/datas/medium_square.png,item-00130,2023-04-18,2023-05-10
DragonHacks 2023,Bossone Research Enterprise Center,$,3750,80,Drexel IEEE,"Apr 29 - 30, 2023",False,"['Beginner Friendly', 'Health', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/452/779/datas/medium_square.jpeg,item-00131,2023-04-29,2023-04-30
Challenge One,Zurich,$,2500,7,Analytics Club at ETH,"May 05 - 07, 2023",True,['Machine Learning/AI'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00132,2023-05-05,2023-05-07
Challenge Two,Zurich,$,2500,3,Analytics Club at ETH,"May 05 - 07, 2023",True,['Machine Learning/AI'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00133,2023-05-05,2023-05-07
Challenge Three,Zurich,$,2500,4,Analytics Club at ETH,"May 05 - 07, 2023",True,['Machine Learning/AI'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00134,2023-05-05,2023-05-07
CuseHacks Beta 2023,Syracuse,$,562,31,Innovate Orange,"Apr 16, 2023",False,"['Beginner Friendly', 'Gaming', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/451/277/datas/medium_square.png,item-00135,2023-04-16,2023-04-23
SPARKS Designathon 2023,Online,$,40,49,Wellesley in Product,"Apr 14 - 16, 2023",False,"['Communication', 'Design', 'Mobile']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00136,2023-04-14,2023-04-16
ImpactAI,Chennai,₹,0,249,"Aaruush, SRMIST","Apr 14 - 23, 2023",False,['Machine Learning/AI'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/231/datas/medium_square.png,item-00137,2023-04-14,2023-04-23
Illinois Design Challenge 2023,Campus Instructional Facility,$,1800,27,Illinois Design Challenge,"Apr 14 - 16, 2023",True,"['Design', 'Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/416/datas/medium_square.png,item-00138,2023-04-14,2023-04-16
HackTCNJ 2023,TCNJ - Brower Student Center,$,1300,76,TCNJ,"Apr 15 - 16, 2023",False,"['Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/440/027/datas/medium_square.PNG,item-00139,2023-04-15,2023-04-16
Pangea Securathon,Online,$,9550,348,pangea.cloud,"Apr 14 - Jun 11, 2023",False,"['Cybersecurity', 'Beginner Friendly', 'Enterprise']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/432/555/datas/medium_square.png,item-00140,2023-04-14,2023-06-11
Hack-AI,Streamline Social,$,7500,82,Berri AI,"Apr 14 - 15, 2023",False,"['Beginner Friendly', 'DevOps', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/294/datas/medium_square.jpg,item-00141,2023-04-14,2023-04-15
Hack on the Hill,PVNet at the famous Promenade PV Mall,$,3650,10,PVNet,"Apr 29 - 30, 2023",False,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/443/868/datas/medium_square.png,item-00142,2023-04-29,2023-04-30
Game of Learners Season IV,Online,$,0,76,Microsoft ADC,"Apr 13 - 16, 2023",True,['Health'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/456/770/datas/medium_square.jpg,item-00143,2023-04-13,2023-04-16
TUM.ai Makeathon April 2023,Department EI at TUM Campus Garching,€,6000,135,TUM.ai,"Apr 28 - 30, 2023",True,['Machine Learning/AI'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/432/566/datas/medium_square.png,item-00144,2023-04-28,2023-04-30
Code White | Spartan Hackers,Online,$,375,22,Spartan Hackers,"Apr 12 - 20, 2023",True,"['Beginner Friendly', 'Cybersecurity', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/796/datas/medium_square.png,item-00145,2023-04-12,2023-04-20
Great Valley High School GUI Challenge,Online,$,25,33,Great Valley,"Apr 15 - Jun 10, 2023",True,['Beginner Friendly'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00146,2023-04-15,2023-06-10
Elev8,Online,$,4000,18,People of Programming,"May 05 - 07, 2023",False,"['Education', 'Open Ended', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/743/datas/medium_square.png,item-00147,2023-05-05,2023-05-07
HackAI Camp,Online,$,0,81,AI Camp Inc,"May 27 - 28, 2023",False,"['Beginner Friendly', 'Machine Learning/AI', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/376/datas/medium_square.png,item-00148,2023-05-27,2023-05-28
Equali-Hack Spring 2023,Online,$,0,40,EqualiHack,"Apr 19 - May 19, 2023",False,"['Open Ended', 'Social Good', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/357/741/datas/medium_square.png,item-00149,2023-04-19,2023-05-19
J On The Beach Hackathon,Palacio de Ferias y Congresos,€,1150,18,J On The Beach,"Apr 11 - May 07, 2023",False,['Machine Learning/AI'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/449/146/datas/medium_square.jpg,item-00150,2023-04-11,2023-05-07
Finathon,Prince Sultan University Building 104,$,20001,27,Prince Sultan University,"Apr 10 - May 07, 2023",False,"['Blockchain', 'Design', 'Fintech']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/448/373/datas/medium_square.png,item-00151,2023-04-10,2023-05-07
Square Developer Hackathon 2023,Online,$,81000,1342,Square,"Apr 10 - Jun 06, 2023",False,"['E-commerce/Retail', 'Fintech', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/167/datas/medium_square.png,item-00152,2023-04-10,2023-06-06
DemoHACATHONTEST12,Online,$,122220,3,education,"Apr 09, 2023",True,"['Fintech', 'Gaming', 'Health']",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00153,2023-04-09,2023-04-16
2023 APEC App Challenge,Online,$,12000,200,The Asia Foundation,"May 20 - 30, 2023",False,"['E-commerce/Retail', 'Enterprise', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/441/181/datas/medium_square.png,item-00154,2023-05-20,2023-05-30
Ardsley Hacks 2023,Ardsley High School,$,0,3,Ardsley High School,"May 21, 2023",True,"['Beginner Friendly', 'Open Ended']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/443/182/datas/medium_square.jpg,item-00155,2023-05-21,2023-05-28
Carolina Hacks,Spartanburg County Library - Teen Room,$,0,3,Carolina Hacks,"Apr 22, 2023",False,"['Mobile', 'Open Ended', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/136/datas/medium_square.png,item-00156,2023-04-22,2023-04-29
Gen AI Hackathon,Contlo,₹,200000,16,contlo,"Apr 14 - 16, 2023",False,['Machine Learning/AI'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/152/datas/medium_square.png,item-00157,2023-04-14,2023-04-16
SparkHacks at UIC,Student Center East - UIC,$,2060,88,University of Illinois Chicago,"Apr 07 - 08, 2023",True,"['Beginner Friendly', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/442/767/datas/medium_square.png,item-00158,2023-04-07,2023-04-08
SWEHacks '23,Husky Union Building South Ballroom,$,0,68,UW SWE Chaper,"Apr 08 - 09, 2023",False,"['Beginner Friendly', 'Design', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/376/194/datas/medium_square.png,item-00159,2023-04-08,2023-04-09
CavHack,W. T. Woodson High School,$,350,9,Woodson Cybersecurity and Robotics,"Apr 06 - 16, 2023",True,"['Beginner Friendly', 'Education', 'Social Good']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/424/064/datas/medium_square.png,item-00160,2023-04-06,2023-04-16
hackMISSO Spring 2023,Online,$,600,46,MISSO,"Apr 07 - 09, 2023",True,"['Beginner Friendly', 'Design', 'Low/No Code']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/441/671/datas/medium_square.png,item-00161,2023-04-07,2023-04-09
People Tech Presents TechHack Hackathon,Online,₹,500000,191,People Tech Group,"Apr 06 - 30, 2023",False,"['Enterprise', 'Mobile']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/404/749/datas/medium_square.png,item-00162,2023-04-06,2023-04-30
University of Bridgeport Hackathon,Online,$,2700,24,University of Bridgeport,"Apr 14 - 16, 2023",False,"['E-commerce/Retail', 'Enterprise', 'Web']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/420/967/datas/medium_square.png,item-00163,2023-04-14,2023-04-16
Brown Deep Learning Day Spring 2023,Online,$,0,213,Brown University,"Apr 05 - May 12, 2023",True,['Machine Learning/AI'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-00164,2023-04-05,2023-05-12
ImmerseGT,Online,$,20000,135,georgia tech,"Apr 07 - 09, 2023",False,"['AR/VR', 'Beginner Friendly']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/418/616/datas/medium_square.png,item-00165,2023-04-07,2023-04-09
